source_record_id,legal_name,trade_name,document_number,status,billing_street,billing_number,billing_district,billing_city,billing_state,billing_country,billing_postal_code,contact_email,contact_phone,external_id
SRC-CUST-00071,Cliente 0071 Comercio e Servicos Ltda,Cliente 0071,13000000000071,active,Rua Comercial 71,72,Centro,Sumare,SP,Brasil,13071071,financeiro0071@cliente.com.br,19900000071,CLI-0071
SRC-CUST-00072,Cliente 0072 Comercio e Servicos Ltda,Cliente 0072,13000000000072,active,Rua Comercial 72,73,Distrito Industrial,Valinhos,SP,Brasil,13072072,financeiro0072@cliente.com.br,19900000072,CLI-0072
SRC-CUST-00073,Cliente 0073 Comercio e Servicos Ltda,Cliente 0073,13000000000073,active,Rua Comercial 73,74,Centro,Hortolandia,SP,Brasil,13073073,financeiro0073@cliente.com.br,19900000073,CLI-0073
SRC-CUST-00074,Cliente 0074 Comercio e Servicos Ltda,Cliente 0074,13000000000074,active,Rua Comercial 74,75,Centro,Paulinia,SP,Brasil,13074074,financeiro0074@cliente.com.br,19900000074,CLI-0074
SRC-CUST-00075,Cliente 0075 Comercio e Servicos Ltda,Cliente 0075,13000000000075,active,Rua Comercial 75,76,Centro,Campinas,SP,Brasil,13075075,financeiro0075@cliente.com.br,19900000075,CLI-0075
SRC-CUST-00076,Cliente 0076 Comercio e Servicos Ltda,Cliente 0076,13000000000076,active,Rua Comercial 76,77,Distrito Industrial,Sumare,SP,Brasil,13076076,financeiro0076@cliente.com.br,19900000076,CLI-0076
SRC-CUST-00077,Cliente 0077 Comercio e Servicos Ltda,Cliente 0077,13000000000077,active,Rua Comercial 77,78,Centro,Valinhos,SP,Brasil,13077077,financeiro0077@cliente.com.br,19900000077,CLI-0077
SRC-CUST-00078,Cliente 0078 Comercio e Servicos Ltda,Cliente 0078,13000000000078,active,Rua Comercial 78,79,Centro,Hortolandia,SP,Brasil,13078078,financeiro0078@cliente.com.br,19900000078,CLI-0078
SRC-CUST-00079,Cliente 0079 Comercio e Servicos Ltda,Cliente 0079,13000000000079,active,Rua Comercial 79,80,Centro,Paulinia,SP,Brasil,13079079,financeiro0079@cliente.com.br,19900000079,CLI-0079
SRC-CUST-00080,Cliente 0080 Comercio e Servicos Ltda,Cliente 0080,13000000000080,active,Rua Comercial 80,81,Distrito Industrial,Campinas,SP,Brasil,13080080,financeiro0080@cliente.com.br,19900000080,CLI-0080
SRC-CUST-00081,Cliente 0081 Comercio e Servicos Ltda,Cliente 0081,13000000000081,active,Rua Comercial 81,82,Centro,Sumare,SP,Brasil,13081081,financeiro0081@cliente.com.br,19900000081,CLI-0081
SRC-CUST-00082,Cliente 0082 Comercio e Servicos Ltda,Cliente 0082,13000000000082,active,Rua Comercial 82,83,Centro,Valinhos,SP,Brasil,13082082,financeiro0082@cliente.com.br,19900000082,CLI-0082
SRC-CUST-00083,Cliente 0083 Comercio e Servicos Ltda,Cliente 0083,13000000000083,active,Rua Comercial 83,84,Centro,Hortolandia,SP,Brasil,13083083,financeiro0083@cliente.com.br,19900000083,CLI-0083
SRC-CUST-00084,Cliente 0084 Comercio e Servicos Ltda,Cliente 0084,13000000000084,active,Rua Comercial 84,85,Distrito Industrial,Paulinia,SP,Brasil,13084084,financeiro0084@cliente.com.br,19900000084,CLI-0084
SRC-CUST-00085,Cliente 0085 Comercio e Servicos Ltda,Cliente 0085,13000000000085,active,Rua Comercial 85,86,Centro,Campinas,SP,Brasil,13085085,financeiro0085@cliente.com.br,19900000085,CLI-0085
SRC-CUST-00086,Cliente 0086 Comercio e Servicos Ltda,Cliente 0086,13000000000086,active,Rua Comercial 86,87,Centro,Sumare,SP,Brasil,13086086,financeiro0086@cliente.com.br,19900000086,CLI-0086
SRC-CUST-00087,Cliente 0087 Comercio e Servicos Ltda,Cliente 0087,13000000000087,inactive,Rua Comercial 87,88,Centro,Valinhos,SP,Brasil,13087087,financeiro0087@cliente.com.br,19900000087,CLI-0087
SRC-CUST-00088,Cliente 0088 Comercio e Servicos Ltda,Cliente 0088,13000000000088,active,Rua Comercial 88,89,Distrito Industrial,Hortolandia,SP,Brasil,13088088,financeiro0088@cliente.com.br,19900000088,CLI-0088
SRC-CUST-00089,Cliente 0089 Comercio e Servicos Ltda,Cliente 0089,13000000000089,active,Rua Comercial 89,90,Centro,Paulinia,SP,Brasil,13089089,financeiro0089@cliente.com.br,19900000089,CLI-0089
SRC-CUST-00090,Cliente 0090 Comercio e Servicos Ltda,Cliente 0090,13000000000090,active,Rua Comercial 90,91,Centro,Campinas,SP,Brasil,13000090,financeiro0090@cliente.com.br,19900000090,CLI-0090
SRC-CUST-00091,Cliente 0091 Comercio e Servicos Ltda,Cliente 0091,13000000000091,active,Rua Comercial 91,92,Centro,Sumare,SP,Brasil,13001091,financeiro0091@cliente.com.br,19900000091,CLI-0091
SRC-CUST-00092,Cliente 0092 Comercio e Servicos Ltda,Cliente 0092,13000000000092,active,Rua Comercial 92,93,Distrito Industrial,Valinhos,SP,Brasil,13002092,financeiro0092@cliente.com.br,19900000092,CLI-0092
SRC-CUST-00093,Cliente 0093 Comercio e Servicos Ltda,Cliente 0093,13000000000093,active,Rua Comercial 93,94,Centro,Hortolandia,SP,Brasil,13003093,financeiro0093@cliente.com.br,19900000093,CLI-0093
SRC-CUST-00094,Cliente 0094 Comercio e Servicos Ltda,Cliente 0094,13000000000094,active,Rua Comercial 94,95,Centro,Paulinia,SP,Brasil,13004094,financeiro0094@cliente.com.br,19900000094,CLI-0094
SRC-CUST-00095,Cliente 0095 Comercio e Servicos Ltda,Cliente 0095,13000000000095,active,Rua Comercial 95,96,Centro,Campinas,SP,Brasil,13005095,financeiro0095@cliente.com.br,19900000095,CLI-0095
SRC-CUST-00096,Cliente 0096 Comercio e Servicos Ltda,Cliente 0096,13000000000096,active,Rua Comercial 96,97,Distrito Industrial,Sumare,SP,Brasil,13006096,financeiro0096@cliente.com.br,19900000096,CLI-0096
SRC-CUST-00097,Cliente 0097 Comercio e Servicos Ltda,Cliente 0097,13000000000097,active,Rua Comercial 97,98,Centro,Valinhos,SP,Brasil,13007097,financeiro0097@cliente.com.br,19900000097,CLI-0097
SRC-CUST-00098,Cliente 0098 Comercio e Servicos Ltda,Cliente 0098,13000000000098,active,Rua Comercial 98,99,Centro,Hortolandia,SP,Brasil,13008098,financeiro0098@cliente.com.br,19900000098,CLI-0098
SRC-CUST-00099,Cliente 0099 Comercio e Servicos Ltda,Cliente 0099,13000000000099,active,Rua Comercial 99,100,Centro,Paulinia,SP,Brasil,13009099,financeiro0099@cliente.com.br,19900000099,CLI-0099
SRC-CUST-00100,Cliente 0100 Comercio e Servicos Ltda,Cliente 0100,13000000000100,active,Rua Comercial 100,101,Distrito Industrial,Campinas,SP,Brasil,13010000,financeiro0100@cliente.com.br,19900000100,CLI-0100
SRC-CUST-00101,Cliente 0101 Comercio e Servicos Ltda,Cliente 0101,13000000000101,active,Rua Comercial 101,102,Centro,Sumare,SP,Brasil,13011001,financeiro0101@cliente.com.br,19900000101,CLI-0101
SRC-CUST-00102,Cliente 0102 Comercio e Servicos Ltda,Cliente 0102,13000000000102,active,Rua Comercial 102,103,Centro,Valinhos,SP,Brasil,13012002,financeiro0102@cliente.com.br,19900000102,CLI-0102
SRC-CUST-00103,Cliente 0103 Comercio e Servicos Ltda,Cliente 0103,13000000000103,active,Rua Comercial 103,104,Centro,Hortolandia,SP,Brasil,13013003,financeiro0103@cliente.com.br,19900000103,CLI-0103
SRC-CUST-00104,Cliente 0104 Comercio e Servicos Ltda,Cliente 0104,13000000000104,active,Rua Comercial 104,105,Distrito Industrial,Paulinia,SP,Brasil,13014004,financeiro0104@cliente.com.br,19900000104,CLI-0104
SRC-CUST-00105,Cliente 0105 Comercio e Servicos Ltda,Cliente 0105,13000000000105,active,Rua Comercial 105,106,Centro,Campinas,SP,Brasil,13015005,financeiro0105@cliente.com.br,19900000105,CLI-0105
SRC-CUST-00106,Cliente 0106 Comercio e Servicos Ltda,Cliente 0106,13000000000106,active,Rua Comercial 106,107,Centro,Sumare,SP,Brasil,13016006,financeiro0106@cliente.com.br,19900000106,CLI-0106
SRC-CUST-00107,Cliente 0107 Comercio e Servicos Ltda,Cliente 0107,13000000000107,active,Rua Comercial 107,108,Centro,Valinhos,SP,Brasil,13017007,financeiro0107@cliente.com.br,19900000107,CLI-0107
SRC-CUST-00108,Cliente 0108 Comercio e Servicos Ltda,Cliente 0108,13000000000108,active,Rua Comercial 108,109,Distrito Industrial,Hortolandia,SP,Brasil,13018008,financeiro0108@cliente.com.br,19900000108,CLI-0108
SRC-CUST-00109,Cliente 0109 Comercio e Servicos Ltda,Cliente 0109,13000000000109,active,Rua Comercial 109,110,Centro,Paulinia,SP,Brasil,13019009,financeiro0109@cliente.com.br,19900000109,CLI-0109
SRC-CUST-00110,Cliente 0110 Comercio e Servicos Ltda,Cliente 0110,13000000000110,active,Rua Comercial 110,111,Centro,Campinas,SP,Brasil,13020010,financeiro0110@cliente.com.br,19900000110,CLI-0110
SRC-CUST-00111,Cliente 0111 Comercio e Servicos Ltda,Cliente 0111,13000000000111,active,Rua Comercial 111,112,Centro,Sumare,SP,Brasil,13021011,financeiro0111@cliente.com.br,19900000111,CLI-0111
SRC-CUST-00112,Cliente 0112 Comercio e Servicos Ltda,Cliente 0112,13000000000112,active,Rua Comercial 112,113,Distrito Industrial,Valinhos,SP,Brasil,13022012,financeiro0112@cliente.com.br,19900000112,CLI-0112
SRC-CUST-00113,Cliente 0113 Comercio e Servicos Ltda,Cliente 0113,13000000000113,active,Rua Comercial 113,114,Centro,Hortolandia,SP,Brasil,13023013,financeiro0113@cliente.com.br,19900000113,CLI-0113
SRC-CUST-00114,Cliente 0114 Comercio e Servicos Ltda,Cliente 0114,13000000000114,active,Rua Comercial 114,115,Centro,Paulinia,SP,Brasil,13024014,financeiro0114@cliente.com.br,19900000114,CLI-0114
SRC-CUST-00115,Cliente 0115 Comercio e Servicos Ltda,Cliente 0115,13000000000115,active,Rua Comercial 115,116,Centro,Campinas,SP,Brasil,13025015,financeiro0115@cliente.com.br,19900000115,CLI-0115
SRC-CUST-00116,Cliente 0116 Comercio e Servicos Ltda,Cliente 0116,13000000000116,inactive,Rua Comercial 116,117,Distrito Industrial,Sumare,SP,Brasil,13026016,financeiro0116@cliente.com.br,19900000116,CLI-0116
SRC-CUST-00117,Cliente 0117 Comercio e Servicos Ltda,Cliente 0117,13000000000117,active,Rua Comercial 117,118,Centro,Valinhos,SP,Brasil,13027017,financeiro0117@cliente.com.br,19900000117,CLI-0117
SRC-CUST-00118,Cliente 0118 Comercio e Servicos Ltda,Cliente 0118,13000000000118,active,Rua Comercial 118,119,Centro,Hortolandia,SP,Brasil,13028018,financeiro0118@cliente.com.br,19900000118,CLI-0118
SRC-CUST-00119,Cliente 0119 Comercio e Servicos Ltda,Cliente 0119,13000000000119,active,Rua Comercial 119,120,Centro,Paulinia,SP,Brasil,13029019,financeiro0119@cliente.com.br,19900000119,CLI-0119
SRC-CUST-00120,Cliente 0120 Comercio e Servicos Ltda,Cliente 0120,13000000000120,active,Rua Comercial 120,121,Distrito Industrial,Campinas,SP,Brasil,13030020,financeiro0120@cliente.com.br,19900000120,CLI-0120
SRC-CUST-00121,Cliente 0121 Comercio e Servicos Ltda,Cliente 0121,13000000000121,active,Rua Comercial 121,122,Centro,Sumare,SP,Brasil,13031021,financeiro0121@cliente.com.br,19900000121,CLI-0121
SRC-CUST-00122,Cliente 0122 Comercio e Servicos Ltda,Cliente 0122,13000000000122,active,Rua Comercial 122,123,Centro,Valinhos,SP,Brasil,13032022,financeiro0122@cliente.com.br,19900000122,CLI-0122
SRC-CUST-00123,Cliente 0123 Comercio e Servicos Ltda,Cliente 0123,13000000000123,active,Rua Comercial 123,124,Centro,Hortolandia,SP,Brasil,13033023,financeiro0123@cliente.com.br,19900000123,CLI-0123
SRC-CUST-00124,Cliente 0124 Comercio e Servicos Ltda,Cliente 0124,13000000000124,active,Rua Comercial 124,125,Distrito Industrial,Paulinia,SP,Brasil,13034024,financeiro0124@cliente.com.br,19900000124,CLI-0124
